pixel,wavelength,10%_Trans,10%_Int,20%_Trans,20%_Int,30%_Trans,30%_Int,FBH_Trans,FBH_Int,FBP_Trans,FBP_Int,RW_Trans,RW_Int,BW_Trans,BW_Int,YW_Trans,YW_Int,,10%_Trans,10%_Int,20%_Trans,20%_Int,30%_Trans,30%_Int,FBH_Trans,FBH_Int,FBP_Trans,FBP_Int,RW_Trans,RW_Int,BW_Trans,BW_Int,YW_Trans,YW_Int
,,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70
58,58,2.8853934,0.328704,0.45345625,0.031488,0.049599994,0.001984,0.25030226,0.013248,0.12166859,0.00672,0.04979592,0.003904,0.13969336,0.015744003,0.21177588,0.014272,,0.5100722,1.4304003,0.512458,1.4304003,1.000164,1.4306988,0.87554544,2.4436264,0.6075383,1.4624854,0.99752504,1.4273281,0.99873257,1.4290559,0.997271,1.426688
59,59,2.908431,0.333376,0.45626688,0.032384,0.06521738,0.002688,0.25721157,0.013696,0.12712826,0.007168,0.048183255,0.003904,0.13267544,0.015488002,0.20626153,0.014336001,,0.5106627,1.4304003,0.51225847,1.4304003,1.0004922,1.4306774,0.8734514,2.4369066,0.6057082,1.4623574,0.99671936,1.4258988,0.99913436,1.4283946,0.9971527,1.4269867
60,60,3.0223432,0.32032004,0.47205585,0.030272,0.068627454,0.002688,0.27165356,0.013248,0.13420428,0.007232,0.051959112,0.003904,0.12713797,0.014272002,0.20231213,0.013440001,,0.51203144,1.4304003,0.5134697,1.4304855,1.0006119,1.4305494,0.86893415,2.424192,0.60367376,1.4603946,0.9963157,1.4249388,1.0001941,1.42848,0.9975556,1.4277548
61,61,3.136686,0.31136,0.487395,0.029696,0.068027206,0.00256,0.27121004,0.012480002,0.13829789,0.007488,0.05505415,0.003904,0.12170861,0.013312001,0.21894094,0.013760001,,0.51312864,1.4304003,0.5145007,1.4306136,1.0007014,1.4303575,0.86802,2.4235306,0.601336,1.4594988,0.9957332,1.4238721,1.0015999,1.4290348,0.9982412,1.428736
62,62,3.3540633,0.30374396,0.46516618,0.027776001,0.07155964,0.002496,0.2536443,0.011136,0.14520201,0.00736,0.057747833,0.00384,0.111866504,0.011584001,0.236404,0.013632,,0.513624,1.4304003,0.51518255,1.4307842,1.0005075,1.4301441,0.87060463,2.4333653,0.59888333,1.4576212,0.9953009,1.4233174,1.0028726,1.429952,0.9993292,1.4299735
63,63,3.518663,0.2896,0.4169417,0.024255998,0.07021277,0.002112,0.24332808,0.009919999,0.12553495,0.005632,0.058761798,0.003584,0.11210455,0.010432,0.2303922,0.012032001,,0.5127951,1.4304003,0.51399237,1.4309548,1.0001494,1.4299735,0.8779282,2.459435,0.59652543,1.4577491,0.9955992,1.4237654,1.0040388,1.4318504,0.9997167,1.4301867
64,64,3.50591,0.284736,0.4302964,0.025088001,0.04312115,0.001344,0.24126983,0.009728,0.11432508,0.005312,0.061538458,0.003584,0.12203875,0.01088,0.24074075,0.01248,,0.5113988,1.4304003,0.5128472,1.4311255,1.0000001,1.4299948,0.88645744,2.4890025,0.5952718,1.4600317,0.9962414,1.42496,1.0042446,1.4333651,1.0001343,1.4304001
65,65,3.4656367,0.28723198,0.44717184,0.026816001,0.026565462,0.000896,0.22424239,0.009472,0.11787562,0.005824,0.057022173,0.003456,0.14255765,0.013056,0.26137695,0.014336001,,0.5096574,1.4304003,0.51141596,1.4311682,1.0001494,1.4301229,0.89360476,2.512597,0.59517276,1.464576,0.9961556,1.4261123,1.0042259,1.4346238,1.0003283,1.4305708
66,66,3.4642012,0.281792,0.47619054,0.028160002,0.02504817,0.000832,0.22692892,0.0096,0.11264079,0.00576,0.05220061,0.003264,0.16561405,0.015104001,0.28669724,0.016,,0.5080629,1.4303149,0.5097962,1.4310402,1.000433,1.4302722,0.8993712,2.5295787,0.5940176,1.466688,0.9960694,1.4272214,1.003715,1.4351788,1.0002388,1.4305282
67,67,3.4860995,0.264832,0.49401924,0.026432004,0.03508772,0.001024,0.23801652,0.009215999,0.0972222,0.004928,0.053631287,0.003072,0.17028986,0.015040001,0.32138446,0.01664,,0.5068916,1.4302722,0.50831,1.4308696,1.0004328,1.4303361,0.9028112,2.538368,0.5914748,1.4700373,0.9956716,1.4279895,1.003355,1.435456,0.99964213,1.4299735
68,68,3.432174,0.252608,0.50332886,0.024191998,0.05084746,0.001344,0.22509222,0.007808,0.09590792,0.0048,0.06812652,0.003584,0.18566039,0.015744,0.3580902,0.01728,,0.5066159,1.4302294,0.5080337,1.4306989,1.0005076,1.4304003,0.9037225,2.540352,0.5884621,1.4717013,0.9949469,1.4281601,1.0031015,1.4351574,0.9989862,1.4294188
69,69,3.3543568,0.25868797,0.49001327,0.023551999,0.08888888,0.002304,0.24266142,0.007935999,0.09962169,0.005056,0.07531867,0.00416,0.19648093,0.017152,0.40052018,0.019712,,0.506012,1.4301655,0.5073658,1.4305282,1.0000598,1.4304003,0.904034,2.5448534,0.58301747,1.4734079,0.9943856,1.4282241,1.0027734,1.4346668,0.9985539,1.4288641
70,70,3.319097,0.263616,0.46936122,0.023040002,0.11053984,0.002752,0.27291664,0.008384,0.10344827,0.005184,0.074527256,0.004288,0.19625472,0.016768003,0.40554824,0.019648002,,0.50573754,1.4300802,0.50684494,1.4304003,0.9997466,1.4304003,0.9062468,2.5558188,0.57781553,1.4747947,0.9944896,1.4283948,1.0027732,1.4346665,0.99825567,1.4284801
71,71,3.4142635,0.27270404,0.45026177,0.022016,0.10178117,0.00256,0.28199562,0.00832,0.09890109,0.004608,0.071111105,0.004096,0.18419032,0.015360001,0.37075716,0.018175999,,0.5052265,1.4301655,0.50588894,1.4304003,0.99941885,1.4304003,0.91043586,2.575616,0.57476187,1.4808319,0.9942529,1.4282454,1.0032204,1.4354559,0.9982408,1.4284801
72,72,3.4223647,0.30752,0.48156425,0.027584,0.08151094,0.002624,0.32965004,0.011456,0.12406015,0.006335999,0.08409505,0.005888,0.19702336,0.017792,0.3580786,0.020992002,,0.5045115,1.4302082,0.5055914,1.4304003,0.99937415,1.4304003,0.9146176,2.5955627,0.5739722,1.4868053,0.993675,1.427776,1.0040992,1.4369706,0.99858385,1.4289922
73,73,3.3920934,0.33497602,0.49748236,0.031616,0.07958478,0.002944,0.34853423,0.013696,0.13716292,0.007487999,0.08736216,0.006592,0.19031377,0.017856002,0.3342912,0.022336,,0.50390464,1.4302508,0.50545037,1.4304003,0.99932957,1.4304003,0.9181343,2.6105177,0.57456523,1.4933547,0.9921501,1.4263679,1.004963,1.438464,0.9989863,1.4295042
74,74,3.5792356,0.33536002,0.5138178,0.032128,0.06749556,0.002432,0.34039092,0.013376,0.14373462,0.007487999,0.08753314,0.006335999,0.19298248,0.016896,0.3060057,0.020544,,0.5035222,1.4303148,0.5055228,1.4304003,0.9995976,1.4304003,0.9227431,2.62624,0.576177,1.4994985,0.9901655,1.4240639,1.0056779,1.439616,0.99925464,1.4300162
75,75,3.7688856,0.322496,0.5564245,0.031872,0.059845556,0.001984,0.3220911,0.012224001,0.13212433,0.006527999,0.09162562,0.005952,0.19323674,0.015360001,0.29625887,0.018752001,,0.503575,1.4304003,0.5055495,1.4304003,0.9994039,1.4304003,0.92719615,2.6402986,0.57746613,1.5044053,0.9882831,1.4215254,1.0058421,1.4398081,0.9992103,1.4304003
76,76,3.823388,0.30758396,0.58041126,0.030720003,0.060869567,0.001792,0.32282,0.011136,0.12945837,0.006272,0.0956044,0.005568,0.20807178,0.014848002,0.30555558,0.018304002,,0.50374526,1.4304003,0.50554943,1.4304003,0.99879354,1.4304003,0.93110794,2.6509013,0.5780551,1.5071361,0.9864033,1.4192213,1.0056192,1.4393173,0.9986,1.4302295
77,77,3.8737948,0.28288,0.6136364,0.027648,0.06417112,0.001536,0.28997868,0.008704,0.12316714,0.005376,0.08548167,0.004032,0.2164179,0.012992,0.28537172,0.015232001,,0.50450337,1.4304003,0.5052142,1.4304003,0.9975454,1.4304003,0.93274224,2.652928,0.5794687,1.5098453,0.9845445,1.417408,1.0049192,1.4381226,0.99787134,1.4300588
78,78,4.0574827,0.262016,0.6599327,0.025088003,0.03642384,0.000704,0.28749996,0.007359999,0.10815049,0.004416001,0.065476194,0.002816,0.26193547,0.012992,0.298898,0.013888,,0.5052675,1.4304003,0.5048719,1.4304003,0.9970263,1.4304003,0.9327455,2.6495147,0.5799095,1.5079254,0.98418814,1.416832,1.0040998,1.4368213,0.9969805,1.4298881
79,79,4.12109,0.261376,0.6920291,0.024448002,0.025362318,0.000448,0.28912467,0.006976,0.10610933,0.004224,0.06060605,0.00256,0.27839336,0.012864,0.3333333,0.013760001,,0.50578207,1.4304003,0.5046021,1.4304003,0.99713004,1.4304003,0.929957,2.6386771,0.580626,1.50336,0.9861251,1.4191998,1.0034438,1.4358186,0.9962688,1.4297175
80,80,4.0008974,0.28499195,0.738255,0.02816,0.041935485,0.000832,0.3168831,0.007807999,0.13230768,0.005504,0.07531381,0.003456,0.2889688,0.015423999,0.39642325,0.017024001,,0.5058126,1.4304003,0.50468946,1.4304003,0.99769384,1.4304003,0.9272149,2.6290774,0.5809102,1.4963626,0.9891,1.422848,1.0032055,1.4354346,0.995115,1.4297175
81,81,4.003442,0.297728,0.76026255,0.029631998,0.052173913,0.001152,0.35416666,0.008704,0.13672496,0.005504,0.082099594,0.003904,0.27508095,0.016320001,0.4374034,0.018112002,,0.50567144,1.4304003,0.5052903,1.4304003,0.9985259,1.4304003,0.9204875,2.6099627,0.5808204,1.4870613,0.9923283,1.4266241,1.0033101,1.4354987,0.99414164,1.4299521
82,82,4.125333,0.29702398,0.76223785,0.027904002,0.04986149,0.001152,0.3841463,0.008063999,0.14038129,0.005184,0.07872928,0.003648,0.2611051,0.015424001,0.5095651,0.018752001,,0.5052294,1.4304003,0.5057286,1.4304003,1.000015,1.4304003,0.9174081,2.601877,0.5787589,1.4754987,0.99527544,1.4291625,1.0029525,1.4349014,0.99314135,1.4302508
83,83,4.149733,0.29798403,0.81521755,0.028800003,0.06265665,0.0016,0.41216213,0.007807999,0.15485074,0.005312,0.08391608,0.00384,0.22492406,0.014208002,0.5787477,0.019520001,,0.50537413,1.4304003,0.5061639,1.4304003,1.0007464,1.4304003,0.9156011,2.5966935,0.5786909,1.4687575,0.99650705,1.4303571,1.0026541,1.4344746,0.99251056,1.4305068
84,84,4.218609,0.29888,0.89353615,0.03008,0.06714628,0.001792,0.492248,0.008128,0.16147861,0.005312,0.08236995,0.003648,0.20943397,0.014208,0.6382114,0.020096,,0.5055876,1.4304003,0.506443,1.4304003,1.0007313,1.4304003,0.9148819,2.5945172,0.5790943,1.465408,0.9954249,1.4295894,1.0021616,1.4341121,0.99167544,1.4307628
85,85,4.3263755,0.29184002,0.92677826,0.028352,0.07616707,0.001984,0.6313363,0.008767999,0.1506276,0.004608,0.059701487,0.00256,0.19941631,0.013119999,0.7119048,0.019136,,0.5053932,1.4304003,0.50637794,1.4304003,1.0006268,1.4304003,0.9153649,2.5954773,0.580176,1.4650881,0.9932793,1.4283092,1.001714,1.4338347,0.9910603,1.4308268
86,86,4.2732506,0.285248,0.8858921,0.027328001,0.084239125,0.001984,0.65865386,0.008768001,0.14775158,0.004416,0.054794516,0.002304,0.19921102,0.012927999,0.72178483,0.0176,,0.50527126,1.4304003,0.5059882,1.4304003,1.0004478,1.4304428,0.9188424,2.6051414,0.580478,1.4655786,0.99086106,1.4271147,1.0017133,1.4343253,0.9906957,1.4310188
87,87,4.2109156,0.29132798,0.8352061,0.028544003,0.08831908,0.001984,0.62857145,0.009856001,0.13346614,0.004288,0.06002928,0.002624,0.2243948,0.015424,0.64467007,0.016256,,0.50514185,1.4304003,0.5052485,1.4304003,1.0000151,1.4305068,0.91746825,2.6022825,0.58153933,1.4701439,0.98764896,1.4244691,1.0015773,1.4359894,0.99047863,1.4314239
88,88,4.2622952,0.29952002,0.8177419,0.032447997,0.08746355,0.00192,0.56559765,0.012416001,0.11469534,0.004096,0.07162161,0.003392,0.24131946,0.017792003,0.5675057,0.015872,,0.5044388,1.4304003,0.5048105,1.4305282,0.9996573,1.4305708,0.9157489,2.598656,0.580893,1.4739625,0.98514956,1.4222933,1.0000739,1.4378878,0.98975396,1.4322345
89,89,4.3422055,0.29235202,0.808917,0.032511998,0.07418396,0.0016,0.5358975,0.013376,0.10424027,0.003776,0.070950456,0.003392,0.25178576,0.018048001,0.49890116,0.014528002,,0.50424534,1.4304003,0.50494677,1.4306988,0.9994635,1.4304216,0.9129439,2.590443,0.57954866,1.4749653,0.9824963,1.4189866,0.99803245,1.4392107,0.98913443,1.4332374
90,90,4.510725,0.28262398,0.826861,0.032704003,0.057507988,0.001152,0.497549,0.012992,0.09498207,0.003392,0.0812672,0.003776,0.27332702,0.01856,0.4339623,0.013248001,,0.5045869,1.4304003,0.50539523,1.4308696,0.99929947,1.4302508,0.90984493,2.5813973,0.57874405,1.4738561,0.98051065,1.4156587,0.9961333,1.4399573,0.9880808,1.43424
91,91,4.7346935,0.282112,0.887255,0.034752004,0.048929665,0.001024,0.46962613,0.012864,0.12056738,0.004352,0.0869565,0.003968,0.29600003,0.018944,0.3942308,0.01312,,0.505317,1.4304003,0.50617653,1.4309975,0.9992846,1.4301015,0.9087882,2.5731843,0.57922906,1.4734721,0.9804566,1.4138026,0.994034,1.4395307,0.9850917,1.4350079
92,92,4.998809,0.26873598,0.95598596,0.034752,0.0456026,0.000896,0.44197533,0.011456001,0.13733074,0.004544,0.08424337,0.003456,0.28096327,0.01568,0.39430895,0.012416001,,0.5060531,1.4304003,0.5072521,1.4309975,0.99947816,1.4300162,0.9115513,2.575232,0.57978714,1.4713174,0.9813143,1.4138881,0.99294823,1.4388907,0.9823579,1.4349867
93,93,5.44337,0.252224,0.97419363,0.028992003,0.044609666,0.000768,0.42222223,0.008512001,0.1592506,0.004352,0.075144514,0.002496,0.27428576,0.012288,0.391705,0.010879999,,0.50684875,1.4304003,0.5076828,1.4308696,0.9996272,1.4298881,0.9163824,2.5853226,0.58083725,1.4690132,0.9817512,1.413952,0.99314606,1.4374186,0.9793748,1.4344107
94,94,5.4493155,0.254592,0.96624464,0.029311998,0.05474452,0.00096,0.41605836,0.007296,0.19181584,0.0048,0.07905139,0.00256,0.27511588,0.011392,0.38975498,0.0112,,0.5070903,1.4304003,0.50731885,1.4306988,0.99980605,1.4300374,0.92358905,2.603605,0.58075494,1.4675413,0.9818259,1.4152534,0.9934187,1.4362026,0.9761188,1.433536
95,95,5.608458,0.263104,0.9530613,0.029888002,0.056478404,0.001088,0.36293435,0.006016,0.22714682,0.005248,0.07346939,0.002304,0.26016265,0.010240001,0.35982344,0.010432,,0.50685644,1.4304003,0.5067639,1.4305282,0.9998807,1.4302081,0.9316382,2.6270509,0.5787738,1.4682026,0.9808441,1.4167678,0.99260676,1.4349654,0.97414225,1.4329813
96,96,5.712182,0.273088,0.99005955,0.031872,0.055384617,0.001152,0.41085267,0.006784,0.24788728,0.005632,0.0625,0.002048,0.26202327,0.010112002,0.3916849,0.011456,,0.5063473,1.4304003,0.5059882,1.4304003,0.9999106,1.4303149,0.9354989,2.642368,0.5759686,1.4699948,0.97830504,1.417024,0.99129874,1.4339412,0.97329175,1.4327892
97,97,5.6818776,0.278912,0.9861933,0.032,0.047477745,0.001024,0.49397585,0.007871999,0.24664879,0.005888,0.055555545,0.00192,0.24024962,0.009856,0.44713652,0.012992,,0.5059691,1.4304003,0.50517994,1.4304003,0.9998658,1.4303361,0.9390351,2.657344,0.57307506,1.4723414,0.97602063,1.4179627,0.9895231,1.4325974,0.97209793,1.4329813
98,98,5.611457,0.288384,0.9662921,0.033024002,0.045454547,0.001024,0.51394415,0.008256,0.25121948,0.006591999,0.06896552,0.002432,0.23983166,0.010944,0.513158,0.014976,,0.5055609,1.4304003,0.50465906,1.4304003,0.99988085,1.4304003,0.93989974,2.6643627,0.5699954,1.4751786,0.9732253,1.4190506,0.9870114,1.4314666,0.9713473,1.4334081
99,99,5.780025,0.292608,0.89571697,0.030784002,0.046511628,0.001024,0.48120293,0.008191999,0.26666665,0.007168,0.10294116,0.003584,0.22691292,0.011008,0.5899773,0.016576001,,0.50527126,1.4304003,0.5042719,1.4304003,0.99989575,1.4304003,0.9400991,2.6687787,0.56649005,1.475968,0.970798,1.4198401,0.9838216,1.430912,0.96867836,1.4343467
100,100,5.796632,0.2864,0.8747554,0.028608,0.04472844,0.000896,0.51968503,0.008448,0.27272728,0.007104,0.1295938,0.004288,0.20767193,0.010047999,0.6600001,0.016896002,,0.5051342,1.4304003,0.50398386,1.4304003,0.99998516,1.4304003,0.94158703,2.6736856,0.56334305,1.4736212,0.96945786,1.420672,0.9809979,1.430656,0.96478385,1.43424
101,101,5.774278,0.2816,0.8593749,0.02464,0.04,0.000704,0.4977168,0.006976,0.26030925,0.006464,0.17672414,0.005248,0.18679775,0.008512,0.66756755,0.015808001,,0.50464004,1.4304003,0.50401413,1.4304003,1,1.4303148,0.94563776,2.6852481,0.56039476,1.4690773,0.9677115,1.4206933,0.9775591,1.430208,0.9607906,1.4333867
102,102,5.7827168,0.29977605,0.9096917,0.026432002,0.062283743,0.001152,0.47346935,0.007423999,0.29950494,0.007744,0.19411764,0.006336,0.22781454,0.011007999,0.60045147,0.017024001,,0.504143,1.4304003,0.50422645,1.4304003,0.99994034,1.4302294,0.94969225,2.69664,0.5576146,1.4648106,0.9649037,1.420544,0.9737899,1.4298453,0.95824474,1.432512
103,103,5.867648,0.30643204,0.95515686,0.027264,0.06049823,0.001088,0.48605573,0.007808,0.3166227,0.00768,0.17173526,0.006144,0.23410012,0.011072001,0.5315126,0.016192002,,0.5036696,1.4304003,0.50444645,1.4304003,0.9999255,1.4301441,0.9545205,2.7106347,0.55453056,1.4594772,0.9642097,1.420736,0.97074974,1.4301654,0.95632106,1.4315946
104,104,5.9171886,0.301824,1.0265701,0.027200002,0.059055116,0.00096,0.5193798,0.008576,0.30110496,0.006976,0.1443662,0.005248,0.23144105,0.010176,0.4716981,0.014400001,,0.50351834,1.4304003,0.5047502,1.4304003,0.9999553,1.4300588,0.958287,2.7224958,0.55295205,1.4564904,0.9640951,1.4211841,0.9682157,1.430336,0.9563077,1.4302081
105,105,5.8894405,0.30342397,1.0415647,0.027264,0.065040655,0.001024,0.5337838,0.010112,0.2827225,0.006912,0.12178389,0.004544,0.23773006,0.00992,0.45582333,0.014528002,,0.5035185,1.4303149,0.5050278,1.4304003,1.00003,1.4300588,0.9595373,2.7268054,0.5524384,1.4560212,0.96320075,1.4210986,0.9661681,1.4304852,0.9568379,1.4296534
106,106,6.0611467,0.304512,1.047836,0.029439999,0.08032128,0.00128,0.48520708,0.010496001,0.25510198,0.006399999,0.09003216,0.003584,0.24810894,0.010496001,0.45708582,0.014656001,,0.5038138,1.4302294,0.5052866,1.4304003,0.9998657,1.4301015,0.96167207,2.734144,0.5525266,1.4571732,0.9627083,1.4214401,0.96568567,1.4306774,0.9560664,1.4294187
107,107,6.1362386,0.288256,1.0398127,0.028416004,0.07981221,0.001088,0.4121037,0.009152,0.21082622,0.004736,0.06585787,0.002432,0.2307692,0.008831999,0.43678164,0.01216,,0.5040262,1.4301441,0.505397,1.4304003,0.9995228,1.4301867,0.96432,2.7427628,0.5518694,1.4567468,0.96360826,1.4218028,0.96635187,1.4312109,0.9541863,1.429376
108,108,6.4204206,0.273664,1.0623442,0.027264,0.097826086,0.001152,0.34916198,0.007999999,0.21671824,0.00448,0.057034228,0.00192,0.21992481,0.007487999,0.4491978,0.010751999,,0.50430685,1.4301441,0.5055456,1.4304003,0.9992547,1.430272,0.96830463,2.7542613,0.5512851,1.4577919,0.96282774,1.4217601,0.9670033,1.4317013,0.95155734,1.4293761
109,109,6.7608347,0.269568,1.1486145,0.029184,0.10227272,0.001152,0.29234973,0.006848,0.24050632,0.004864,0.04563492,0.001472,0.23493974,0.007487999,0.4782609,0.010560001,,0.5043637,1.4301441,0.5057057,1.4304003,0.9990165,1.4303573,0.9717145,2.7636907,0.5506053,1.4593067,0.96197146,1.4214399,0.9675112,1.4319786,0.9491561,1.4297175
110,110,7.0686765,0.27008,1.2867827,0.033024,0.09714285,0.001088,0.23626369,0.005504,0.2971246,0.005952,0.050193053,0.001664,0.25186563,0.00864,0.5609756,0.011776001,,0.5043976,1.4302294,0.50569046,1.4304003,0.998689,1.430272,0.9746624,2.7720957,0.5494205,1.461312,0.9623092,1.421056,0.96481895,1.4322132,0.9464537,1.4298668
111,111,7.496336,0.26195198,1.3787465,0.032384,0.087837845,0.000832,0.22960727,0.004864,0.32081908,0.006016,0.06374502,0.002048,0.23616236,0.008192,0.6830987,0.012416001,,0.50439733,1.4303149,0.50556475,1.4304003,0.9986593,1.4302294,0.97602654,2.7758508,0.5473353,1.4600747,0.9626043,1.4206294,0.9608716,1.4317652,0.94634247,1.4301227
112,112,7.9400387,0.26272,1.4471298,0.030656,0.08759125,0.000768,0.2724138,0.005056,0.30034122,0.005632,0.09016394,0.002816,0.24100721,0.008576,0.772388,0.013248,,0.504363,1.4304003,0.50546557,1.4304003,0.9990014,1.430144,0.9762681,2.7758505,0.5462468,1.4588374,0.96260357,1.4200532,0.95661485,1.4309119,0.94752693,1.4303361
113,113,7.0238476,0.282752,1.5146201,0.033152003,0.113333344,0.001088,0.3590604,0.006848,0.24850298,0.005312,0.12233009,0.004032,0.30806452,0.012224,0.78525645,0.015680002,,0.50433266,1.4304003,0.5052561,1.4304003,0.99918026,1.4301869,0.97747684,2.7784321,0.54621506,1.4584961,0.9631216,1.42016,0.9534162,1.4303786,0.94871277,1.4305068
114,114,6.7316017,0.29856,1.4756445,0.03296,0.15286623,0.001536,0.39862534,0.007423999,0.22590359,0.0048,0.15936255,0.00512,0.34621334,0.014336001,0.77810633,0.016832,,0.5043516,1.4304003,0.5051799,1.4304003,0.99940366,1.4302294,0.98076624,2.7870293,0.54646015,1.4574718,0.9643318,1.4205867,0.9517837,1.4296958,0.9507404,1.4304003
115,115,6.84127,0.303424,1.337386,0.028160002,0.2,0.00192,0.43445694,0.007424,0.16999999,0.003264,0.18067227,0.005504,0.37147602,0.014336001,0.79204905,0.016576001,,0.50434774,1.4304003,0.5051457,1.4304003,0.9995676,1.4303148,0.9834234,2.794475,0.547122,1.4541014,0.96680605,1.4210346,0.9544671,1.4292265,0.955673,1.4304003
116,116,6.8002787,0.311616,1.1876833,0.025920002,0.18604651,0.002048,0.52290076,0.008768001,0.17605631,0.0032,0.18791944,0.005376,0.39070573,0.014528002,0.68852454,0.016128,,0.5042985,1.4304003,0.504967,1.4304003,0.99968684,1.4304001,0.9848048,2.7984636,0.54824156,1.4530772,0.97015977,1.4218453,0.95738894,1.4293332,0.9606019,1.4304003
117,117,6.834015,0.32147202,1.0798897,0.025088001,0.19354835,0.002304,0.55719554,0.009664001,0.18333332,0.00352,0.16192558,0.004736,0.40893468,0.015232,0.615578,0.015680002,,0.50424916,1.4304003,0.50482243,1.4304003,0.9996721,1.4304855,0.9857651,2.8010027,0.54885226,1.4532907,0.9746048,1.4229333,0.960506,1.4299093,0.9641935,1.4304003
118,118,7.4688916,0.31500798,1.0354221,0.024319997,0.17435893,0.002176,0.62204736,0.010112002,0.18493152,0.003456,0.14349775,0.004096,0.3954704,0.014528002,0.51428574,0.013824,,0.50410134,1.4304003,0.5045907,1.4304003,0.9994337,1.4303575,0.9848734,2.7988055,0.54828537,1.453696,0.9791083,1.4237226,0.96271414,1.4304852,0.96796566,1.4304003
119,119,7.9315524,0.30406398,0.9608938,0.022015998,0.13684209,0.001664,0.66390043,0.010240001,0.19580418,0.003584,0.12093025,0.003328,0.3820998,0.014207999,0.443128,0.011968,,0.5038929,1.4304003,0.5041885,1.4304003,0.99906117,1.4302294,0.98090434,2.787861,0.54736745,1.4539948,0.9821013,1.4245759,0.9637107,1.4316372,0.97048753,1.4304003
120,120,7.958974,0.29798397,0.91842115,0.022336002,0.10869565,0.00128,0.7210302,0.010752002,0.21649481,0.004032,0.11057693,0.002944,0.38755986,0.015552,0.35456467,0.010687999,,0.5037302,1.4304003,0.5038324,1.4304003,0.99885267,1.4301441,0.9756546,2.7725866,0.54656696,1.4559146,0.98305,1.425344,0.96227694,1.4328533,0.9702347,1.4304003
121,121,7.4725795,0.29651198,0.88669956,0.02304,0.10052909,0.001216,0.7215191,0.010944002,0.19018404,0.003968,0.10444443,0.003008,0.4044118,0.017600002,0.36016092,0.011455999,,0.5036469,1.4304003,0.50366586,1.4304003,0.99879324,1.4301441,0.9709332,2.7592318,0.5458505,1.4570453,0.98321646,1.4259627,0.9611424,1.4337068,0.96932304,1.4304003
122,122,7.0645165,0.28032002,0.87088615,0.022016002,0.08287293,0.00096,0.6651786,0.009536001,0.16459627,0.003392,0.11845103,0.003328,0.44075835,0.017856004,0.3755274,0.011391999,,0.5036506,1.4304003,0.50369614,1.4303788,0.998927,1.4299947,0.9673346,2.7493973,0.54619086,1.4570451,0.9833789,1.4262613,0.96187705,1.4339201,0.96963143,1.4304003
123,123,6.658065,0.26419201,0.7950819,0.018624,0.06097561,0.00064,0.63681597,0.008192,0.1470588,0.00288,0.119437926,0.003264,0.45104903,0.016512003,0.3970944,0.010496,,0.50374526,1.4304003,0.50386274,1.4303575,0.9991057,1.4299093,0.96623665,2.746091,0.5478911,1.456192,0.9833848,1.4255146,0.9638309,1.4343038,0.9714858,1.4304003
124,124,5.915929,0.256704,0.8239998,0.019775998,0.060913697,0.000768,0.6338028,0.008640001,0.12797616,0.002752,0.112554096,0.003328,0.4791289,0.016896002,0.47512442,0.012224,,0.50382113,1.4303361,0.5040522,1.4303361,0.9992694,1.4299947,0.96749693,2.7496107,0.5500342,1.4567254,0.9851449,1.4246614,0.96815675,1.4360319,0.974196,1.4304003
125,125,5.595065,0.24672,0.78378373,0.01856,0.0456621,0.00064,0.6428572,0.008640001,0.13450292,0.002944,0.1066098,0.0032,0.4854369,0.016,0.5520231,0.012224,,0.5039918,1.4302722,0.50437844,1.4303149,0.9994931,1.4303147,0.9700559,2.7568214,0.55128306,1.4564693,0.98737043,1.4242988,0.9742277,1.4378667,0.9776763,1.4304003
126,126,5.726266,0.23161602,0.7900874,0.017344002,0.037209302,0.000512,0.6188119,0.008,0.15238096,0.003072,0.10478361,0.002944,0.47346067,0.014272,0.59385663,0.011136,,0.5042497,1.4302082,0.50456446,1.4303149,0.99970174,1.4304639,0.9732671,2.7657812,0.5528606,1.4573227,0.99001694,1.423808,0.9802773,1.4399359,0.98118144,1.4304003
127,127,5.990181,0.23424001,0.8005619,0.018240001,0.03508772,0.000512,0.70731705,0.009280001,0.16718265,0.003456,0.10416667,0.00288,0.40267172,0.013503999,0.6164384,0.011520001,,0.5043674,1.4301441,0.5045833,1.4303361,0.99985075,1.4305279,0.977441,2.7776425,0.5523117,1.4589866,0.9923591,1.4241068,0.9831619,1.4411948,0.9830372,1.4304003
128,128,6.1255736,0.25599998,0.7908045,0.022015998,0.048582993,0.000768,0.7488986,0.01088,0.20930235,0.005184,0.10927834,0.003392,0.37984502,0.015680002,0.5916667,0.013632001,,0.5043523,1.4301441,0.50453,1.4303575,1.0000447,1.4304852,0.9792773,2.7834456,0.5511486,1.4612052,0.9950572,1.425856,0.98449314,1.441088,0.9833831,1.4304003
