pixel,wavelength,10%_Trans,10%_Int,20%_Trans,20%_Int,30%_Trans,30%_Int,FBH_Trans,FBH_Int,FBP_Trans,FBP_Int,RW_Trans,RW_Int,BW_Trans,BW_Int,YW_Trans,YW_Int,,10%_Trans,10%_Int,20%_Trans,20%_Int,30%_Trans,30%_Int,FBH_Trans,FBH_Int,FBP_Trans,FBP_Int,RW_Trans,RW_Int,BW_Trans,BW_Int,YW_Trans,YW_Int
,,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70
532,532,0.110519096,17.453138,0.21708703,34.24691,0.356566,57.626408,0.93472147,147.65518,0.5350329,84.15947,1.0054957,156.80501,0.5282849,80.10955,0.988205,154.86131,,0.10278725,15.651031,0.20986219,31.865196,0.32180923,51.72699,0.8271019,126.24367,0.5739595,87.28479,0.955317,187.59604,0.60336417,116.39441,0.92299426,184.46024
533,533,0.10986776,17.351295,0.2151973,33.950485,0.35337195,57.083088,0.9302386,146.95363,0.5318255,83.65738,1.0036076,156.42155,0.5230233,79.270515,0.9859168,154.45848,,0.10232406,15.346239,0.20940234,31.31187,0.32014486,50.5904,0.826905,124.301414,0.5800312,86.860634,0.95366055,185.89859,0.5982325,115.562775,0.92034686,183.9091
534,534,0.109250106,17.25504,0.21349399,33.684372,0.3501008,56.504383,0.92579246,146.26627,0.5287362,83.18086,1.0016727,155.98712,0.5176477,78.41241,0.98341686,153.97177,,0.10193245,15.046762,0.20906731,30.764841,0.31860492,49.44489,0.82727826,122.38973,0.58638215,86.40654,0.95191485,184.10597,0.5931573,114.74375,0.9177364,183.39824
535,535,0.108572915,17.151447,0.21192525,33.44356,0.34679157,55.904194,0.92140615,145.60475,0.52582,82.74257,0.99967194,155.52197,0.5122628,77.55866,0.98072565,153.42514,,0.1016352,14.756458,0.20892361,30.234028,0.31720054,48.296196,0.8281368,120.50168,0.59306204,85.93386,0.9500849,182.23454,0.58806276,113.91001,0.91527146,182.94075
536,536,0.107881136,17.047338,0.21041088,33.216915,0.34349847,55.295937,0.9170812,144.96675,0.52308583,82.34304,0.9976801,155.04575,0.5069247,76.7284,0.9778757,152.83855,,0.1015109,14.488021,0.20877093,29.695976,0.31594875,47.15424,0.8293921,118.637955,0.6000439,85.455666,0.94820666,180.30006,0.5828664,113.03153,0.9130228,182.52026
537,537,0.10700948,16.916224,0.20888093,32.98946,0.34021902,54.683113,0.9127108,144.33038,0.5205359,81.97254,0.99573606,154.57217,0.5016289,75.92008,0.9750506,152.23566,,0.10145474,14.2278185,0.20852868,29.143362,0.31479648,46.016514,0.83099955,116.80583,0.60716057,84.95651,0.9463585,178.31065,0.57752436,112.09835,0.91109264,182.1011
538,538,0.10597232,16.75759,0.20729847,32.75085,0.3370491,54.088062,0.9082345,143.67302,0.518141,81.61471,0.99383974,154.11806,0.49641487,75.14502,0.97228956,151.62895,,0.10132046,13.957099,0.20821254,28.583874,0.31371248,44.892414,0.8328472,115.001076,0.61413,84.41005,0.9445719,176.2768,0.5720105,111.11011,0.90949744,181.63124
539,539,0.10477604,16.572094,0.20565143,32.49743,0.33407164,53.532413,0.9035987,142.96982,0.5157934,81.246445,0.99194276,153.69678,0.49131912,74.40956,0.96960413,151.04141,,0.101344496,13.709248,0.20768034,27.999231,0.31265086,43.785793,0.8347897,113.209305,0.62073123,83.78774,0.9429416,174.21573,0.56642014,110.097404,0.90823007,181.07272
540,540,0.103554524,16.378666,0.20395152,32.22752,0.33134437,53.03424,0.89877015,142.20488,0.5135004,80.8659,0.990011,153.32841,0.48636505,73.71493,0.9669585,150.4896,,0.10141432,13.466733,0.20693867,27.389654,0.3115338,42.69335,0.83669215,111.39318,0.6268111,83.058876,0.9415881,172.13596,0.5608696,109.08842,0.9072423,180.40488
541,541,0.10233632,16.18142,0.20227756,31.95153,0.3288556,52.599506,0.8937386,141.37169,0.51129943,80.47352,0.9879367,153.00887,0.48161346,73.05332,0.9643035,149.99348,,0.101373404,13.208236,0.20601681,26.757395,0.3102318,41.60056,0.83840996,109.528534,0.63229644,82.21358,0.94059056,170.03659,0.555486,108.112404,0.90649164,179.61693
542,542,0.1012035,15.992598,0.20058656,31.662527,0.3266255,52.23252,0.8886471,140.48666,0.5092357,80.07593,0.98567915,152.72557,0.47713608,72.42236,0.9615431,149.55415,,0.101263344,12.940693,0.20505281,26.123457,0.30879626,40.514812,0.8398618,107.612526,0.6372769,81.27127,0.9399736,167.92169,0.550345,107.18421,0.90600115,178.72687
543,543,0.10023234,15.824467,0.19892871,31.369345,0.3246003,51.916885,0.8835442,139.5518,0.50735724,79.68423,0.98328245,152.44904,0.47288284,71.798164,0.95871437,149.1646,,0.10122183,12.684139,0.20390669,25.475372,0.30719355,39.43023,0.84102,105.6678,0.64193267,80.271454,0.9398198,165.80072,0.5455108,106.30935,0.9057775,177.74757
544,544,0.099408045,15.674667,0.19726571,31.065767,0.32266632,51.621414,0.8784166,138.57193,0.5056981,79.30319,0.9808237,152.14977,0.46875128,71.15345,0.95593405,148.80646,,0.10105056,12.414976,0.2028647,24.851072,0.30554774,38.355328,0.8419411,103.71059,0.6463791,79.23987,0.9401137,163.65645,0.5409126,105.45579,0.9058847,176.68465
545,545,0.09861414,15.524245,0.19553855,30.741995,0.32068115,51.306114,0.8733336,137.54755,0.50419086,78.91508,0.9782361,151.77104,0.46458352,70.45551,0.95323664,148.43695,,0.10072821,12.130924,0.20183039,24.236885,0.3038639,37.283607,0.8427363,101.75296,0.6507793,78.19692,0.9408484,161.46565,0.53650874,104.59559,0.9062978,175.52293
546,546,0.097826585,15.367979,0.19376957,30.399637,0.31860396,50.949543,0.8684186,136.48517,0.5028165,78.50938,0.97558457,151.28746,0.46027827,69.69278,0.9506988,148.02339,,0.100352526,11.842901,0.20105219,23.659029,0.30231068,36.230633,0.8435786,99.80413,0.6552327,77.14039,0.9420845,159.22014,0.53219926,103.69435,0.90693945,174.24886
547,547,0.09695715,15.1914015,0.19194476,30.034773,0.31633618,50.527344,0.86366445,135.37617,0.5015918,78.083984,0.9729279,150.69002,0.45581523,68.87009,0.94836277,147.54353,,0.100089714,11.569238,0.20049208,23.108269,0.30088252,35.197678,0.84454066,97.86115,0.6597708,76.067986,0.94386315,156.91676,0.5279454,102.73915,0.9076985,172.84636
548,548,0.09602524,14.997952,0.19009578,29.652311,0.3139208,50.044205,0.8590887,134.23174,0.5005709,77.64576,0.97028065,149.98619,0.45126495,68.00723,0.9462617,146.99217,,0.09992577,11.307008,0.20019653,22.586987,0.29974893,34.204777,0.845634,95.91699,0.66430485,74.967,0.94615513,154.54947,0.52373475,101.73032,0.908515,171.32664
549,549,0.09512102,14.801045,0.18822592,29.251137,0.31134015,49.499454,0.85464734,133.03629,0.4998687,77.20613,0.96766835,149.1832,0.44674897,67.12693,0.94433945,146.35931,,0.099912904,11.061868,0.20011486,22.089685,0.2988652,33.24781,0.84680283,93.972145,0.668787,73.83464,0.9489519,152.13428,0.51963323,100.68754,0.90934783,169.71288
550,550,0.09431707,14.612544,0.18641448,28.84493,0.30870628,48.91469,0.8503289,131.79794,0.49943706,76.77117,0.96525604,148.31319,0.44238016,66.252594,0.9425765,145.65927,,0.10007075,10.836991,0.20020702,21.61393,0.29827052,32.333378,0.84800345,92.04159,0.67308444,72.67289,0.9521206,149.69882,0.51570165,99.62298,0.9102663,168.03633
551,551,0.09355411,14.424831,0.18469778,28.441578,0.3060876,48.302357,0.84602773,130.50827,0.49928403,76.346725,0.9631489,147.3899,0.43823075,65.39198,0.9410003,144.89723,,0.1004073,10.633472,0.2003071,21.146154,0.29779002,31.446972,0.84915555,90.13325,0.67718077,71.49647,0.9554809,147.27194,0.5119996,98.544716,0.91127527,166.31792
552,552,0.09296438,14.259839,0.1830996,28.04898,0.3035553,47.67377,0.8416116,129.16463,0.4993159,75.92672,0.9613483,146.41447,0.43426585,64.542015,0.9396526,144.07515,,0.100774035,10.435626,0.20044416,20.691158,0.2973933,30.581614,0.85013425,88.24087,0.6811026,70.31449,0.9588575,144.86589,0.5085347,97.44546,0.91245294,164.57765
553,553,0.09243099,14.098752,0.18158793,27.66144,0.30103716,47.014908,0.83702976,127.74959,0.49941385,75.48928,0.9598684,145.3758,0.4304926,63.698154,0.938592,143.18985,,0.10090219,10.214315,0.20048006,20.23155,0.29679033,29.701271,0.8509073,86.34994,0.68491256,69.12528,0.9621624,142.48251,0.5052621,96.30665,0.91379046,162.80493
554,554,0.091892205,13.9327135,0.1801635,27.2806,0.29854703,46.326614,0.8323322,126.27211,0.49958563,75.03957,0.9586145,144.26161,0.42682257,62.85188,0.93785423,142.23882,,0.1007845,9.970283,0.2003882,19.764223,0.29597002,28.80277,0.85149866,84.45651,0.68862164,67.92614,0.965196,140.09886,0.50212693,95.11211,0.9152846,160.99406
555,555,0.09133675,13.759957,0.17878346,26.89869,0.29607493,45.607277,0.8274615,124.722626,0.49997923,74.58757,0.957452,143.06235,0.4231992,61.99149,0.9374182,141.21321,,0.100407735,9.704405,0.20004646,19.280254,0.2948277,27.877909,0.8518386,82.56383,0.6920986,66.70846,0.9680105,137.70784,0.49903148,93.84738,0.91693854,159.14844
556,556,0.09079704,13.585494,0.17729634,26.493631,0.29361126,44.859844,0.82239103,123.105965,0.50062656,74.1421,0.9562098,141.78111,0.41956574,61.115055,0.93724257,140.12637,,0.10001478,9.442241,0.19976294,18.810326,0.29355583,26.948992,0.8519617,80.67898,0.69534683,65.47652,0.9706757,135.30283,0.49597847,92.5265,0.9189088,157.28532
557,557,0.09013585,13.388652,0.17576872,26.074709,0.29112488,44.087383,0.817222,121.434296,0.50155556,73.7079,0.9548506,140.43214,0.4159524,60.227608,0.93724716,138.98756,,0.09977095,9.199146,0.19947572,18.348415,0.29211745,26.024021,0.85196584,78.8141,0.6981667,64.21351,0.9734251,132.8903,0.49294215,91.15984,0.92124754,155.41302
558,558,0.089445226,13.185002,0.17415762,25.639166,0.28861237,43.299088,0.8119949,119.73075,0.5028086,73.3009,0.953295,139.03415,0.41232827,59.3328,0.9373404,137.81715,,0.09973004,8.97888,0.19938512,17.912085,0.29074118,25.134462,0.8519091,76.96695,0.70054764,62.91424,0.9763819,130.48253,0.48999757,89.77611,0.9240102,153.5451
559,559,0.088719584,12.974913,0.17249246,25.193127,0.2860786,42.50588,0.80677813,118.02235,0.5042941,72.91737,0.9515983,137.60747,0.40875202,58.436314,0.9374296,136.62622,,0.099859506,8.775701,0.1993284,17.483625,0.28948438,24.293058,0.8516726,75.1215,0.70230246,61.56403,0.9797606,128.10281,0.48718163,88.399185,0.9271838,151.68507
560,560,0.087917894,12.753472,0.17083506,24.748589,0.2835077,41.711723,0.8016239,116.32124,0.50590914,72.54688,0.9497406,136.14919,0.40532622,57.557423,0.9375612,135.42752,,0.100114025,8.582677,0.19932081,17.058434,0.28848672,23.513025,0.85118043,73.248665,0.70356816,60.159832,0.9836679,125.76446,0.48457038,87.04983,0.9306816,149.8225
561,561,0.0870462,12.521899,0.16932309,24.323881,0.28089005,40.916996,0.79659456,114.63033,0.50760293,72.173904,0.947736,134.65091,0.40207058,56.69538,0.93768746,134.20505,,0.10034654,8.384684,0.19902901,16.604311,0.28768468,22.786413,0.8502898,71.32506,0.7042198,58.684437,0.9882053,123.46587,0.48212934,85.71922,0.9344344,147.93478
562,562,0.08620011,12.293184,0.1678264,23.900309,0.27829933,40.132805,0.7916626,112.94012,0.50939876,71.79392,0.94551426,133.10287,0.3990587,55.86119,0.9377257,132.9484,,0.10037736,8.166549,0.19854741,16.129429,0.28709543,22.106174,0.84908277,69.352646,0.7045171,57.16163,0.9933667,121.19283,0.47991455,84.41146,0.93837494,145.99734
563,563,0.08545634,12.077867,0.16643931,23.489964,0.27582842,39.37547,0.7868179,111.24314,0.5112678,71.393845,0.94310814,131.51303,0.39631194,55.059456,0.93763196,131.64995,,0.1005423,7.9576745,0.19807802,15.654358,0.28676102,21.46752,0.84759545,67.355095,0.70476675,55.632034,0.9992036,118.935875,0.47793132,83.116776,0.9425094,143.99242
564,564,0.08492806,11.891158,0.16513251,23.088448,0.27354527,38.653458,0.78199834,109.52808,0.51325756,70.97285,0.9405586,129.89922,0.39387703,54.298325,0.93734235,130.31454,,0.100533225,7.7366395,0.1975137,15.176212,0.2866587,20.86349,0.8458923,65.36017,0.70530254,54.134357,1.0057691,116.68984,0.4762102,81.830124,0.9467558,141.90544
565,565,0.08459432,11.728598,0.16394776,22.699308,0.2714529,37.96832,0.7772022,107.788536,0.51538485,70.53061,0.9380674,128.29683,0.39168778,53.566673,0.9368236,128.95012,,0.10022202,7.497984,0.1970007,14.714773,0.28653297,20.271338,0.8440604,63.405422,0.70611125,52.69184,1.0128715,114.43804,0.47476718,80.54894,0.9510409,139.73999
566,566,0.08438565,11.579136,0.1627437,22.302635,0.26957944,37.32337,0.77244234,106.02292,0.5177546,70.0811,0.9357841,126.73328,0.38972843,52.861523,0.9360759,127.56625,,0.09980956,7.2620797,0.19645563,14.27055,0.2863569,19.685633,0.84217507,61.5225,0.70730793,51.33361,1.0202315,112.1676,0.47363463,79.278404,0.9552149,137.5131
567,567,0.08425993,11.436246,0.16165228,21.914219,0.26786938,36.70754,0.76778626,104.23999,0.5202933,69.612564,0.93391675,125.231674,0.3878871,52.158123,0.9352821,126.181656,,0.09947205,7.0434346,0.19577451,13.838805,0.2860293,19.097408,0.8402344,59.732178,0.70866907,50.053505,1.027519,109.873276,0.47287527,78.027954,0.9591993,135.25578
568,568,0.084131464,11.28689,0.16053529,21.513319,0.2662056,36.098923,0.7633429,102.4435,0.52303815,69.12961,0.93253785,123.78429,0.38615853,51.444374,0.93454325,124.80228,,0.09876443,6.8104534,0.19497268,13.421354,0.2854658,18.500757,0.83833736,58.036415,0.7099777,48.836502,1.0343299,107.538574,0.47248533,76.79817,0.9628763,132.98434
569,569,0.08382977,11.108246,0.1594315,21.103573,0.26464415,35.49905,0.7591451,100.634254,0.52592725,68.61955,0.93171126,122.37512,0.38443977,50.69959,0.93412447,123.43528,,0.09811505,6.5923414,0.19430289,13.032767,0.2846847,17.897621,0.8367251,56.441685,0.7111485,47.667416,1.0404181,105.16507,0.47241193,75.56958,0.9662922,130.7118
570,570,0.08342215,10.910079,0.15823294,20.671873,0.263132,34.896915,0.75531185,98.82662,0.52898514,68.08177,0.9313718,120.97532,0.3827709,49.92429,0.9341109,122.07821,,0.09771834,6.4003634,0.19390424,12.678251,0.28371194,17.290836,0.83543885,54.936836,0.71221334,46.542164,1.045737,102.77212,0.4726317,74.33096,0.969606,128.44514
571,571,0.0829803,10.702079,0.1571469,20.245546,0.2617274,34.297787,0.7520386,97.04532,0.532103,67.49692,0.9314991,119.560776,0.38127413,49.12956,0.93472975,120.73984,,0.0973062,6.2146554,0.19393028,12.3648,0.28288645,16.706816,0.83443624,53.50927,0.7131347,45.44954,1.0504869,100.3968,0.47312105,73.073906,0.97303426,126.18921
572,572,0.0826287,10.500886,0.15607008,19.811584,0.260424,33.699795,0.7494104,95.29626,0.53542197,66.879105,0.9320003,118.108055,0.38001755,48.32926,0.9359615,119.412025,,0.0967697,6.0280104,0.19421534,12.079295,0.2822948,16.148756,0.8334749,52.13239,0.714162,44.397095,1.0548749,98.07139,0.4737891,71.79189,0.97671723,123.940865
573,573,0.08228838,10.295807,0.1552516,19.401728,0.25930282,33.110573,0.747528,93.59128,0.5389607,66.22991,0.9328537,116.61589,0.379029,47.53197,0.9377824,118.08344,,0.09643461,5.859947,0.19452018,11.803008,0.281995,15.6234455,0.8324586,50.792423,0.71498376,43.360153,1.0592722,95.83225,0.47459772,70.49502,0.9808048,121.71266
574,574,0.08200325,10.092525,0.15459447,19.003668,0.2582161,32.511337,0.7465072,91.93994,0.54290146,65.571495,0.93399405,115.08424,0.3783529,46.746044,0.9400642,116.74295,,0.096287236,5.7087145,0.19472258,11.529131,0.28174725,15.120916,0.83109134,49.473454,0.71550745,42.33478,1.0637854,93.69959,0.4755644,69.21555,0.9853642,119.52441
575,575,0.08177289,9.891307,0.15404442,18.610878,0.2572242,31.906221,0.7463868,90.347015,0.5472806,64.91444,0.93546385,113.51498,0.37798715,45.970284,0.9427292,115.37464,,0.09638755,5.575659,0.1946759,11.246805,0.28171507,14.654295,0.8294407,48.16659,0.71561044,41.304214,1.0685874,91.681694,0.476587,67.96251,0.9902901,117.384186
576,576,0.08167165,9.701718,0.15355697,18.219074,0.25623798,31.281898,0.74698097,88.795555,0.5521484,64.27622,0.93732136,111.90283,0.37789616,45.19697,0.94566363,113.95328,,0.09627729,5.43183,0.19411267,10.936683,0.28099054,14.174656,0.8274944,46.856747,0.7152482,40.25144,1.0737019,89.75563,0.47761935,66.73549,0.99552613,115.29459
577,577,0.081601344,9.513131,0.1530269,17.819094,0.25530958,30.639315,0.748116,87.27437,0.557315,63.641853,0.9397273,110.23974,0.37811726,44.422123,0.9489239,112.45643,,0.09613463,5.285291,0.19331972,10.612203,0.2799422,13.704533,0.8254691,45.53662,0.7143721,39.162174,1.0789798,87.88303,0.47856876,65.51518,1.000999,113.23488
578,578,0.08156281,9.3277235,0.15225697,17.392426,0.25433838,29.966085,0.74962837,85.7827,0.5626674,63.010326,0.9428221,108.52705,0.37869796,43.65105,0.95258987,110.87285,,0.09603336,5.138581,0.19213495,10.264342,0.27837682,13.23279,0.8231957,44.185215,0.71325654,38.043392,1.084163,86.01639,0.47942942,64.287766,1.0066556,111.18958
579,579,0.0814603,9.136831,0.15132773,16.954134,0.2534334,29.277142,0.75133806,84.319046,0.56785554,62.353428,0.9468532,106.79441,0.3795496,42.88335,0.9567357,109.20913,,0.096123405,4.998464,0.19063896,9.896129,0.27681485,12.786005,0.8209112,42.805523,0.71225744,36.907715,1.0890725,84.10763,0.4802613,63.04973,1.0124747,109.14515
580,580,0.0813483,8.948672,0.15042062,16.528276,0.25261328,28.583147,0.753025,82.87735,0.57273036,61.664494,0.9519308,105.07976,0.3806505,42.134464,0.9615025,107.49959,,0.0959016,4.839616,0.18913753,9.527339,0.27526808,12.366804,0.8184489,41.40828,0.71135944,35.76574,1.0933101,82.12074,0.48117432,61.805607,1.0184876,107.10391
581,581,0.081264205,8.768406,0.14937544,16.099072,0.25198936,27.907177,0.7546227,81.45817,0.57720894,60.93921,0.9579715,103.42332,0.38193497,41.417175,0.9668916,105.785866,,0.09536604,4.6666026,0.18808049,9.185919,0.27435613,12.001258,0.81585914,40.0239,0.7107321,34.64817,1.0966593,80.047745,0.48225874,60.572098,1.0245496,105.0559
582,582,0.08106066,8.579349,0.14857976,15.707072,0.25158796,27.263338,0.7561172,80.06029,0.5814021,60.192917,0.9646193,101.841446,0.38333175,40.73905,0.9727818,104.10739,,0.094696574,4.492139,0.18733741,8.870549,0.27385667,11.678445,0.8133672,38.682705,0.7102077,33.57186,1.0988524,77.89696,0.48361924,59.37374,1.0304321,102.996796
583,583,0.08081865,8.390464,0.1480376,15.349824,0.2514132,26.658644,0.7574534,78.67068,0.5853475,59.423782,0.97153693,100.34074,0.38464472,40.083755,0.9790184,102.48695,,0.093824126,4.3184857,0.18721661,8.601089,0.27390698,11.399893,0.8109688,37.42671,0.70968777,32.557674,1.0997123,75.68852,0.48524386,58.21316,1.0358589,100.90935
584,584,0.08066192,8.212993,0.14779615,15.028844,0.25143552,26.093676,0.7587231,77.28892,0.58920544,58.64431,0.9783666,98.90134,0.3859946,39.457386,0.9853822,100.927536,,0.09250752,4.136405,0.18752342,8.368981,0.27382493,11.128725,0.80847836,36.25581,0.708855,31.600657,1.0993086,73.44638,0.48707926,57.07646,1.0406045,98.771
585,585,0.080528595,8.038998,0.1476087,14.715178,0.25141343,25.544064,0.75996476,75.90583,0.5929443,57.84375,0.9847837,97.495964,0.38721812,38.831806,0.9915832,99.407326,,0.09137955,3.975296,0.18814906,8.169322,0.27365336,10.85487,0.80601114,35.16894,0.70773757,30.70142,1.0978988,71.186455,0.48902807,55.9433,1.0444701,96.55596
586,586,0.08024484,7.850923,0.1477434,14.433813,0.25120056,24.995092,0.76129514,74.52573,0.5965423,57.014477,0.9907075,96.102066,0.38822153,38.189354,0.9973609,97.9051,,0.090979844,3.8550613,0.18881959,7.9858136,0.2732303,10.568129,0.8035287,34.148624,0.7063395,29.847145,1.0955589,68.92922,0.49108732,54.806828,1.0474175,94.27093
587,587,0.08001594,7.668736,0.14784527,14.147925,0.2506015,24.42925,0.7626928,73.14323,0.5998483,56.140457,0.9962947,94.72232,0.38909453,37.531883,1.0025102,96.39869,,0.09100581,3.7590828,0.18920709,7.800086,0.27223945,10.25024,0.8009105,33.179497,0.70472926,29.025703,1.0926635,66.70881,0.49316055,53.652092,1.0496325,91.94975
588,588,0.07976642,7.4847355,0.14784811,13.8515625,0.24981144,23.864746,0.7641665,71.75366,0.6029245,55.229485,1.0015528,93.34157,0.38979673,36.850967,1.0069973,94.88394,,0.09080218,3.6564481,0.18914656,7.6013227,0.2706915,9.902101,0.79848707,32.250477,0.7033019,28.237673,1.0893599,64.54912,0.49524713,52.481686,1.0513693,89.63859
589,589,0.079439715,7.293718,0.14766051,13.53602,0.24877062,23.293186,0.76561755,70.34903,0.60560757,54.268562,1.0066248,91.95488,0.3904252,36.15183,1.0109025,93.356575,,0.090284914,3.545024,0.18880562,7.3989124,0.2690823,9.545152,0.7965176,31.367807,0.7021484,27.486828,1.0858436,62.475674,0.497288,51.29517,1.0529349,87.38332
590,590,0.07894451,7.0891514,0.14748308,13.222806,0.24762335,22.726294,0.76709855,68.939964,0.6079867,53.27085,1.0117812,90.56048,0.3909901,35.436245,1.0145608,91.82895,,0.089417,3.4241495,0.18812597,7.1901445,0.26720616,9.180223,0.7947511,30.527338,0.7014339,26.780693,1.0820689,60.50966,0.49934995,50.112045,1.0546526,85.22842
591,591,0.07852097,6.8935037,0.14707617,12.891521,0.24639064,22.16113,0.7685209,67.526566,0.61007816,52.24122,1.0171309,89.15539,0.39165747,34.7214,1.0181851,90.30374,,0.088529035,3.3081172,0.187338,6.987925,0.26529583,8.821376,0.79343855,29.740885,0.7011693,26.12755,1.0779306,58.657494,0.5013118,48.93278,1.0566344,83.193634
592,592,0.07813533,6.704128,0.14667691,12.564523,0.24515599,21.599703,0.77002877,66.12009,0.61204535,51.194897,1.0227784,87.734505,0.39234924,34.004692,1.0221565,88.78503,,0.08751219,3.1936638,0.18691337,6.8104734,0.2638517,8.492715,0.7922679,29.007233,0.7013907,25.529707,1.0735248,56.92022,0.5033267,47.778004,1.058897,81.26001
593,593,0.07785157,6.524864,0.14635518,12.245953,0.24395485,21.040363,0.771651,64.71838,0.61384165,50.11908,1.0289737,86.30037,0.39330956,33.309853,1.0266408,87.26464,,0.08691089,3.0996268,0.1866367,6.647082,0.26272368,8.188694,0.7913513,28.310184,0.701671,24.965311,1.0690006,55.292286,0.5052878,46.64122,1.0614554,79.39298
594,594,0.07766146,6.3533435,0.14614728,11.935723,0.24278453,20.479677,0.7733959,63.30987,0.6156665,49.024574,1.035866,84.85934,0.3943624,32.622807,1.0318526,85.7452,,0.08653311,3.0158505,0.18666722,6.4975357,0.26184466,7.906859,0.7903685,27.63157,0.7021476,24.418453,1.0644667,53.763847,0.5073002,45.536236,1.0640601,77.54957
595,595,0.07775797,6.2034554,0.1461211,11.637013,0.24181743,19.928856,0.77525324,61.88363,0.6175374,47.910717,1.0434886,83.41734,0.3957812,31.960958,1.0376883,84.22048,,0.08643929,2.9425282,0.18673027,6.3487573,0.26130468,7.646592,0.7897149,26.967041,0.70281476,23.877142,1.0600859,52.329624,0.509302,44.4647,1.0664399,75.686
596,596,0.077946804,6.0583253,0.14646986,11.363989,0.24103011,19.38863,0.7771096,60.431747,0.61932814,46.774704,1.0520307,81.988304,0.3975708,31.318443,1.0443585,82.70389,,0.08621351,2.864512,0.1870273,6.205931,0.2609744,7.4034343,0.7891383,26.299261,0.7031627,23.316925,1.0562612,50.97858,0.5114509,43.44506,1.0683005,73.769745
597,597,0.078059554,5.9058127,0.14667743,11.078144,0.2406657,18.880617,0.77870846,58.94552,0.6208976,45.613506,1.0614477,80.57177,0.39971915,30.688274,1.0517681,81.202774,,0.08632874,2.79648,0.18721066,6.0552526,0.26050335,7.1621337,0.78857535,25.614206,0.7033186,22.737814,1.0530043,49.68275,0.51361495,42.469337,1.0694873,71.80021
598,598,0.07823675,5.7585917,0.14713912,10.81105,0.24050562,18.390038,0.7799015,57.429184,0.6222354,44.440445,1.071698,79.17404,0.40206137,30.05617,1.0598555,79.72279,,0.0863502,2.7248642,0.1868813,5.8866987,0.26007998,6.9302616,0.78795296,24.927147,0.70317733,22.137836,1.0506347,48.42342,0.51587856,41.544514,1.0698372,69.79832
599,599,0.078539886,5.62176,0.14761588,10.546666,0.24021575,17.89231,0.7805729,55.887783,0.6233041,43.26026,1.0825366,77.77579,0.40448058,29.415102,1.0685091,78.2537,,0.086771674,2.666283,0.18687932,5.7297497,0.26041976,6.723691,0.7871659,24.235945,0.702439,21.523752,1.0489111,47.17547,0.51817065,40.661034,1.0693431,67.784004
600,600,0.078794904,5.4818125,0.14784665,10.265686,0.23996988,17.400534,0.7806342,54.315525,0.62406546,42.073963,1.0938509,76.369064,0.40699023,28.770048,1.0776043,76.778725,,0.08748049,2.6165972,0.18707535,5.5815263,0.2612098,6.530795,0.7858843,23.542377,0.7014192,20.911062,1.0477716,45.914684,0.52053183,39.805733,1.0680885,65.77135
601,601,0.07872848,5.320512,0.14785329,9.971156,0.23961908,16.900993,0.7801338,52.71919,0.6246663,40.890816,1.1054034,74.939735,0.4094615,28.114153,1.0870315,75.28945,,0.08887104,2.5865388,0.18695514,5.425408,0.26173383,6.328319,0.78426546,22.851646,0.7002685,20.303425,1.0466037,44.61568,0.52271205,38.94282,1.0665892,63.784378
602,602,0.07891663,5.1776214,0.14810185,9.694826,0.23926172,16.402475,0.77913815,51.10972,0.6253013,39.73122,1.1171745,73.49712,0.41194305,27.453993,1.096748,73.78962,,0.09058347,2.5655038,0.18688525,5.275563,0.26246,6.1275096,0.7824644,22.180458,0.69911253,19.712767,1.044896,43.277504,0.52473444,38.060585,1.0649841,61.842323
603,603,0.07914697,5.0393815,0.14821103,9.414741,0.23900135,15.913492,0.7776711,49.503468,0.6261719,38.614788,1.1289525,72.03702,0.4146659,26.810753,1.1066501,72.28211,,0.09298258,2.5621119,0.18739493,5.1455784,0.26290682,5.918805,0.7802614,21.517653,0.6984914,19.152748,1.0419333,41.902786,0.5263784,37.13943,1.0634218,59.95834
604,604,0.07946041,4.9096956,0.14816993,9.1331,0.23924886,15.461653,0.7758349,47.920593,0.62726766,37.54995,1.1406192,70.5654,0.41778702,26.199724,1.1165183,70.768684,,0.09596761,2.5717764,0.18714048,4.9969487,0.26226112,5.6855474,0.77839935,20.8803,0.6981648,18.611519,1.0373582,40.5005,0.5276435,36.18358,1.0619632,58.143593
605,605,0.07985678,4.788928,0.1483795,8.876459,0.23978584,15.030932,0.7737176,46.3808,0.62864107,36.53536,1.1518598,69.069565,0.42097884,25.605888,1.1262889,69.24475,,0.09946527,2.5900586,0.18584694,4.8206935,0.2612996,5.4501333,0.7775383,20.264364,0.69820994,18.075392,1.031238,39.086548,0.52849853,35.20369,1.0605655,56.413757
